age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
41,0,1,1,0,683,0,1,0,20,11,77,1,-1,0,3,0
35,1,1,0,0,623,1,0,0,6,5,97,2,-1,0,3,0
33,9,1,2,0,599,1,0,0,29,8,461,2,-1,0,3,0
35,0,2,1,0,0,1,0,0,8,5,376,3,-1,0,3,0
28,8,2,2,0,2306,0,0,0,29,10,140,2,-1,0,3,0
44,1,1,1,0,701,0,1,2,3,7,269,2,-1,0,3,0
40,4,2,2,0,402,1,0,2,30,5,243,3,-1,0,3,0
33,1,1,1,0,-81,1,0,0,29,1,339,2,-1,0,3,0
36,0,1,1,0,898,0,0,0,15,7,118,5,-1,0,3,0
28,10,1,1,0,863,1,1,2,27,5,355,1,-1,0,3,0
32,9,2,1,0,12,0,0,0,7,8,173,2,-1,0,3,0
34,1,1,3,0,391,1,1,2,23,5,34,2,-1,0,3,0
32,9,2,2,0,569,0,1,0,29,1,348,1,-1,0,3,0
36,4,0,2,0,102,1,0,0,14,4,114,1,-1,0,3,0
29,1,1,1,0,0,0,0,0,10,7,45,1,-1,0,3,0
36,4,1,2,0,909,1,1,0,25,7,250,3,-1,0,3,0
36,9,2,1,0,301,1,1,0,29,7,367,1,-1,0,3,0
38,9,0,1,0,1294,1,0,2,29,5,565,1,-1,0,3,0
35,4,2,2,0,995,0,0,0,5,2,39,1,-1,0,3,0
32,7,2,2,0,785,0,0,0,3,6,273,1,-1,0,3,0
39,4,1,0,0,0,0,0,2,11,6,308,7,-1,0,3,0
46,9,1,1,0,792,0,0,2,5,6,170,2,-1,0,3,0
34,4,1,2,0,417,1,0,0,18,11,138,1,-1,0,3,0
33,4,1,2,0,2071,0,0,0,8,8,106,2,-1,0,3,0
37,10,1,2,0,1236,0,0,0,29,7,300,2,-1,0,3,0
29,9,2,2,0,910,1,0,0,11,5,278,1,-1,0,3,0
28,4,2,1,0,-994,1,1,0,18,7,174,2,-1,0,3,0
44,7,1,1,0,850,0,1,0,16,7,220,5,-1,0,3,0
46,4,1,2,0,460,0,0,0,28,1,56,1,-1,0,3,0
40,1,1,1,0,1028,1,1,0,17,4,319,1,-1,0,3,0
32,0,1,1,0,-1,0,0,0,8,7,228,2,-1,0,3,0
34,1,1,1,0,1682,1,1,0,28,7,123,3,-1,0,3,0
35,7,1,1,0,819,1,0,1,14,7,102,14,-1,0,3,0
47,0,1,1,0,1265,0,0,0,7,8,137,2,-1,0,3,0
29,0,2,2,0,514,0,0,0,2,2,270,1,-1,0,3,0
47,7,1,1,0,1764,0,1,0,26,8,119,6,-1,0,3,0
39,1,1,0,0,275,1,0,2,16,6,189,2,-1,0,3,0
42,0,2,1,0,1143,1,1,1,17,11,106,1,-1,0,3,0
31,4,1,2,0,546,0,0,0,7,8,147,2,-1,0,3,0
31,4,1,2,0,1164,1,1,0,18,7,238,3,-1,0,3,0
44,4,0,2,0,0,0,0,2,6,6,373,1,-1,0,3,0
32,7,2,1,0,659,1,0,0,20,4,12,6,-1,0,3,0
30,0,2,1,0,186,1,0,0,13,5,390,1,-1,0,3,0
32,4,2,2,0,124,0,0,0,4,2,87,2,-1,0,3,0
28,4,2,3,1,101,1,0,2,9,5,224,3,-1,0,3,0
43,4,1,2,0,46,0,0,0,27,8,63,8,-1,0,3,0
34,2,0,2,0,262,0,0,0,20,11,371,1,-1,0,3,0
28,0,1,2,0,167,1,1,0,18,2,126,2,-1,0,3,0
45,0,1,1,0,967,0,0,2,9,6,63,1,-1,0,3,0
33,1,1,1,0,0,1,0,1,14,7,305,3,-1,0,3,0
42,0,1,0,0,1547,1,1,2,27,5,272,3,-1,0,3,0
32,1,1,0,0,388,1,0,0,15,4,171,2,-1,0,3,0
41,6,1,1,0,1,0,0,0,19,8,55,4,-1,0,3,0
32,0,1,1,0,0,0,0,0,25,7,209,1,-1,0,3,0
37,10,1,1,0,80,0,0,0,3,2,248,2,-1,0,3,0
37,0,2,1,0,781,0,0,0,20,8,75,1,-1,0,3,0
34,0,1,1,0,804,1,0,0,23,7,256,9,-1,0,3,0
46,1,1,2,0,993,1,0,2,16,6,78,1,-1,0,3,0
32,9,2,2,0,0,0,0,0,20,8,72,4,-1,0,3,0
28,0,2,1,0,520,1,0,0,15,6,29,1,-1,0,3,0
46,6,1,1,0,567,0,0,0,18,7,142,10,-1,0,3,0
41,4,1,2,0,223,1,0,2,16,5,124,1,-1,0,3,0
30,1,2,0,0,185,0,0,2,26,6,11,1,-1,0,3,0
43,10,1,1,0,210,1,0,2,12,5,88,5,-1,0,3,0
46,4,2,2,0,593,1,0,0,29,1,190,3,-1,0,3,0
31,4,1,2,0,1224,1,1,0,20,11,75,2,119,2,2,0
37,1,1,0,0,708,1,0,1,2,2,51,1,-1,0,3,0
29,9,2,2,0,542,1,0,2,9,5,338,3,-1,0,3,0
46,0,1,1,0,-42,0,1,1,28,7,181,12,-1,0,3,0
41,4,1,2,0,-556,1,1,2,26,5,127,3,-1,0,3,0
27,7,2,2,0,1501,1,0,0,24,7,187,1,-1,0,3,0
44,4,1,2,0,1850,1,0,0,6,5,274,1,-1,0,3,0
39,9,1,1,0,2266,0,0,0,22,5,86,1,93,4,2,0
35,9,1,1,0,1,1,1,2,21,5,85,1,-1,0,3,0
37,3,1,1,0,187,0,0,2,12,6,165,1,-1,0,3,0
46,4,1,2,0,229,1,0,2,5,5,197,1,-1,0,3,0
43,2,2,2,0,42,0,0,0,7,7,285,1,-1,0,3,0
29,0,2,2,0,8,0,1,0,2,3,107,1,-1,0,3,0
40,1,0,1,0,-426,0,1,2,26,5,245,1,-1,0,3,0
39,1,1,1,0,39,1,0,2,18,6,34,6,-1,0,3,0
38,0,1,1,0,47,1,1,0,31,7,50,11,-1,0,3,0
29,6,2,2,0,162,0,1,0,25,7,324,1,-1,0,3,0
42,4,1,2,0,-671,0,0,0,28,8,80,2,-1,0,3,0
43,1,1,0,0,953,1,0,2,19,5,135,1,-1,0,3,0
33,1,1,0,0,-306,1,1,2,13,5,851,4,-1,0,3,0
39,9,1,1,0,0,1,0,2,5,5,203,1,-1,0,3,0
43,3,1,1,0,150,0,0,1,28,7,290,7,-1,0,3,0
38,9,1,1,0,565,0,0,0,20,8,93,2,-1,0,3,0
45,6,1,1,0,2278,0,0,2,17,11,1735,2,-1,0,3,0
45,4,1,2,0,210,1,0,0,21,7,623,1,-1,0,3,0
40,1,1,0,0,236,1,0,2,20,5,167,2,-1,0,3,0
38,4,2,2,0,1704,0,0,0,1,9,222,1,-1,0,3,0
35,1,2,0,0,1147,1,1,1,7,5,29,1,-1,0,3,0
31,6,1,0,0,1074,1,0,2,23,5,1438,2,-1,0,3,0
30,10,1,1,0,142,1,0,2,20,5,350,4,-1,0,3,0
36,4,1,2,0,1604,1,0,2,11,6,47,3,-1,0,3,0
29,0,2,1,0,488,1,0,0,4,6,105,1,-1,0,3,0
32,1,1,1,0,-208,1,1,2,9,5,325,1,-1,0,3,0
46,7,1,1,0,0,0,0,0,18,8,74,4,-1,0,3,0
39,0,0,1,0,399,1,1,0,14,8,133,2,-1,0,3,0
43,1,0,0,0,177,0,0,0,3,2,124,1,-1,0,3,0
44,0,1,1,1,0,0,1,2,30,6,76,3,-1,0,3,0
33,7,1,0,0,0,1,0,0,7,5,227,2,-1,0,3,0
35,6,1,1,0,524,1,0,0,21,11,484,4,-1,0,3,0
30,9,2,2,0,106,1,0,0,13,5,119,3,-1,0,3,0
31,7,2,1,0,85,0,0,0,16,7,151,1,-1,0,3,0
35,9,1,1,0,249,0,0,0,21,8,205,8,-1,0,3,0
45,4,1,2,0,10,0,0,0,26,8,133,7,-1,0,3,0
40,0,1,1,0,523,1,1,2,8,5,598,3,-1,0,3,0
29,0,2,1,0,-194,1,0,0,7,5,127,1,-1,0,3,0
44,9,1,2,0,964,0,0,0,29,7,158,2,-1,0,3,0
29,11,2,1,0,923,0,0,0,26,5,333,1,-1,0,3,0
37,1,1,3,0,-1050,1,0,2,2,6,548,2,-1,0,3,0
30,4,2,2,0,1466,0,0,0,12,8,111,4,-1,0,3,0
34,6,2,1,0,3,1,0,2,5,5,301,1,-1,0,3,0
33,1,1,1,0,-112,1,0,2,28,5,132,1,-1,0,3,0
35,10,1,1,0,759,0,0,0,19,11,556,3,-1,0,3,0
32,7,1,1,0,15,1,0,0,15,5,391,1,-1,0,3,0
32,9,1,2,0,-1053,1,0,0,21,7,357,3,-1,0,3,0
40,1,0,1,0,793,1,0,2,15,5,109,1,-1,0,3,0
34,4,1,2,0,0,1,1,0,10,7,129,1,-1,0,3,0
42,9,1,2,0,1079,0,0,0,31,7,61,2,-1,0,3,0
31,4,2,1,0,1310,1,0,0,18,5,12,2,-1,0,3,0
31,4,2,2,0,98,0,0,0,11,8,69,2,-1,0,3,0
28,0,1,1,0,5,1,0,0,18,7,121,1,-1,0,3,0
30,2,1,1,0,2551,1,0,2,5,6,142,2,-1,0,3,0
35,1,1,1,0,154,1,0,2,23,5,211,4,-1,0,3,0
29,0,1,1,0,-150,1,0,2,6,5,328,1,-1,0,3,0
48,4,1,0,0,427,0,0,0,17,11,62,1,-1,0,3,0
43,0,2,2,0,664,1,0,0,17,4,119,1,-1,0,3,0
40,4,2,2,0,0,0,0,0,26,8,58,7,-1,0,3,0
38,2,1,1,0,680,1,0,2,19,5,144,2,-1,0,3,0
30,0,1,1,0,4,0,0,2,20,6,7,2,-1,0,3,0
31,2,0,1,0,290,1,0,0,13,4,230,1,-1,0,3,0
28,8,2,2,0,221,1,0,0,15,5,176,1,-1,0,3,0
31,9,1,1,0,180,0,0,0,26,5,222,1,70,2,2,0
48,7,2,0,0,-139,0,0,0,13,5,75,2,-1,0,3,0
36,1,2,0,0,79,0,0,2,20,6,9,3,-1,0,3,0
41,4,0,2,0,236,0,0,0,3,2,159,2,-1,0,3,0
35,4,2,2,0,1120,0,0,2,21,9,4,1,771,2,2,0
35,1,1,1,0,2200,1,0,0,17,4,14,1,-1,0,3,0
34,4,1,2,0,1352,0,0,0,8,8,265,2,-1,0,3,0
35,9,1,1,0,905,0,1,0,21,8,114,2,-1,0,3,0
30,1,2,1,0,0,1,0,0,14,7,768,2,-1,0,3,0
40,0,0,1,0,221,1,0,2,13,5,154,2,-1,0,3,0
48,1,1,0,0,-254,0,1,0,29,8,134,4,-1,0,3,0
35,4,1,2,0,1510,1,0,2,9,5,61,1,-1,0,3,0
46,7,1,1,0,1757,1,0,2,14,5,380,4,-1,0,3,0
30,1,1,0,0,0,1,0,0,6,5,239,2,-1,0,3,0
37,7,2,1,0,934,1,0,2,16,5,242,3,-1,0,3,0
30,10,1,2,0,0,1,0,0,18,11,756,1,-1,0,3,0
46,4,1,2,0,1217,1,0,2,15,5,236,1,-1,0,3,0
43,1,0,0,0,-57,1,0,2,16,5,221,2,-1,0,3,0
43,0,0,1,0,729,1,0,2,30,5,668,2,-1,0,3,0
31,7,1,1,0,0,1,0,0,29,1,224,2,-1,0,3,0
37,1,1,1,0,374,1,0,2,7,5,944,3,-1,0,3,0
38,1,1,1,0,-367,1,1,0,12,5,354,1,-1,0,3,0
27,0,2,1,0,592,1,1,0,5,2,466,3,-1,0,3,0
35,4,0,2,0,457,1,0,0,5,2,114,3,-1,0,3,0
29,0,2,1,0,-309,1,1,2,4,6,215,1,-1,0,3,0
38,1,1,0,0,467,1,0,2,16,5,379,1,-1,0,3,0
33,1,1,2,0,870,0,1,0,8,7,545,3,-1,0,3,0
30,1,2,1,0,-93,1,0,2,27,5,149,2,-1,0,3,0
36,0,1,1,0,75,1,0,2,4,7,52,4,-1,0,3,0
37,1,2,1,0,292,0,0,2,8,9,9,1,-1,0,3,0
48,4,1,2,0,263,1,0,2,5,5,350,2,-1,0,3,0
32,4,1,2,0,134,0,1,0,29,8,162,2,-1,0,3,0
31,6,2,2,0,91,0,0,2,23,5,206,1,-1,0,3,0
31,6,1,2,0,229,0,0,0,29,1,184,1,-1,0,3,0
31,1,1,1,0,892,1,0,0,29,7,25,22,-1,0,3,0
29,7,2,1,0,197,1,0,0,5,5,19,2,-1,0,3,0
48,4,1,0,0,606,0,0,0,5,3,77,6,-1,0,3,0
32,1,1,0,0,1518,1,0,1,6,2,35,3,-1,0,3,0
44,3,1,1,0,192,0,0,2,11,6,232,2,-1,0,3,0
35,4,1,2,0,0,1,1,0,25,7,86,4,-1,0,3,0
46,9,1,1,1,289,0,0,2,7,5,51,3,-1,0,3,0
31,0,1,1,0,535,0,0,2,9,5,249,3,-1,0,3,0
31,1,2,1,0,33,1,0,2,15,5,214,4,-1,0,3,0
36,1,1,0,0,243,1,1,2,30,5,118,2,-1,0,3,0
35,7,1,2,0,0,1,0,2,2,6,312,2,-1,0,3,0
35,7,1,1,0,1279,1,0,2,16,6,114,5,-1,0,3,0
36,9,1,2,0,1327,0,0,0,29,10,174,2,-1,0,3,0
27,9,2,1,0,740,1,0,0,5,5,294,1,-1,0,3,0
43,10,1,1,0,553,0,0,1,4,2,125,1,-1,0,3,0
41,2,1,0,0,406,0,0,2,6,6,272,1,-1,0,3,0
45,1,1,1,0,2071,0,1,1,22,7,1148,2,-1,0,3,0
34,9,1,2,0,932,1,0,0,4,6,218,1,-1,0,3,0
46,7,1,1,0,-119,1,0,0,22,7,151,3,-1,0,3,0
38,9,1,1,0,381,1,0,2,29,5,126,2,-1,0,3,0
41,9,1,3,0,30,1,0,0,10,7,151,1,-1,0,3,0
43,4,2,2,0,0,0,0,0,11,8,155,2,-1,0,3,0
45,7,1,3,0,318,0,0,0,16,7,63,2,-1,0,3,0
47,3,0,0,0,1405,0,0,2,12,6,127,1,-1,0,3,0
38,0,0,1,0,-51,0,1,0,30,1,102,1,-1,0,3,0
29,1,2,1,0,16,0,0,2,12,5,197,3,-1,0,3,0
39,0,1,1,0,1595,1,0,2,5,6,102,2,-1,0,3,0
41,2,1,2,0,306,1,0,2,20,6,102,3,-1,0,3,0
34,1,2,1,0,215,0,0,0,5,6,329,1,94,3,2,0
33,4,1,2,0,1778,0,0,0,26,5,134,1,103,1,2,0
35,2,1,2,0,-31,1,0,0,21,11,171,2,-1,0,3,0
43,0,1,1,1,-204,1,0,2,26,5,163,2,-1,0,3,0
43,9,2,1,0,1462,0,0,2,9,6,75,2,-1,0,3,0
36,1,1,1,0,723,1,0,0,31,7,101,2,-1,0,3,0
45,10,2,1,0,33,0,0,0,5,2,437,1,-1,0,3,0
38,0,0,1,1,0,0,1,0,21,7,126,3,-1,0,3,0
45,2,1,2,0,219,1,1,0,28,7,118,4,-1,0,3,0
38,4,0,2,0,76,0,0,0,30,1,220,3,-1,0,3,0
38,1,1,1,0,-210,1,0,2,8,5,21,1,-1,0,3,0
28,6,1,2,0,120,1,1,2,8,5,130,3,-1,0,3,0
29,0,0,1,0,1320,1,1,2,8,5,489,1,-1,0,3,0
30,7,2,1,0,245,0,1,0,8,7,187,2,-1,0,3,0
39,9,2,3,0,0,1,0,2,7,5,130,1,-1,0,3,0
38,9,0,1,0,1221,1,1,0,18,8,73,7,-1,0,3,0
47,0,1,1,0,298,1,0,0,11,5,183,1,-1,0,3,0
35,9,1,1,0,0,0,0,0,14,7,125,2,-1,0,3,0
34,0,1,1,0,0,1,0,0,9,2,30,4,-1,0,3,0
34,2,1,1,0,1368,1,0,0,18,11,252,2,-1,0,3,0
47,7,1,1,0,2597,1,0,2,16,5,323,1,-1,0,3,0
36,10,1,1,0,-35,0,0,0,30,1,339,3,-1,0,3,0
43,9,1,1,0,629,0,0,0,5,8,196,1,-1,0,3,0
40,9,2,1,0,277,1,0,2,14,5,274,2,-1,0,3,0
38,7,1,2,0,1018,0,0,2,16,6,325,3,-1,0,3,0
34,4,1,2,0,11,1,0,0,17,7,654,1,-1,0,3,0
47,6,1,2,0,0,0,0,1,21,11,28,1,-1,0,3,0
45,4,1,2,0,54,1,0,1,13,5,107,3,-1,0,3,0
39,7,1,0,0,1951,1,0,2,23,5,208,2,-1,0,3,0
35,1,1,0,0,51,1,0,2,28,5,593,2,-1,0,3,0
44,0,0,1,0,21,1,0,0,13,4,681,3,-1,0,3,0
41,9,1,1,0,978,0,0,0,29,7,55,2,-1,0,3,0
42,1,1,1,0,165,1,0,2,23,5,333,2,-1,0,3,0
29,4,2,2,0,-11,1,0,0,14,5,164,2,-1,0,3,0
34,1,2,0,0,505,1,0,2,13,5,351,1,-1,0,3,0
39,4,1,2,0,562,0,0,0,13,9,303,2,-1,0,3,0
40,7,1,1,0,105,1,0,0,9,7,161,1,-1,0,3,0
38,7,2,1,0,0,1,0,2,27,5,166,2,-1,0,3,0
34,0,2,1,0,66,1,0,2,26,5,237,1,-1,0,3,0
40,7,1,1,0,0,1,1,0,2,2,226,2,-1,0,3,0
33,0,1,1,0,1737,0,0,0,30,4,524,2,-1,0,3,0
30,9,2,1,0,54,0,0,0,11,8,194,2,-1,0,3,0
36,4,1,2,0,396,0,0,0,13,8,67,5,-1,0,3,0
34,9,2,2,0,184,1,0,0,30,7,87,3,-1,0,3,0
40,9,1,1,0,-496,0,0,1,28,7,22,2,-1,0,3,0
46,9,0,1,0,117,0,0,0,29,8,94,2,-1,0,3,0
32,4,1,2,0,713,1,0,0,11,8,76,7,-1,0,3,0
39,4,1,2,0,45,0,0,0,28,8,148,4,-1,0,3,0
35,4,2,2,0,1496,1,0,0,22,8,73,4,-1,0,3,0
45,9,1,1,0,2571,0,0,2,18,6,146,2,-1,0,3,0
42,9,0,1,0,1689,1,0,0,31,7,50,2,-1,0,3,0
27,4,2,1,0,35,0,0,0,4,7,255,1,-1,0,3,0
34,4,1,1,0,1007,1,0,0,21,7,240,2,-1,0,3,0
31,9,1,1,0,106,1,0,2,13,5,101,13,-1,0,3,0
45,0,1,1,0,0,1,0,0,18,11,108,5,-1,0,3,0
32,0,1,1,0,0,0,0,2,23,5,206,3,-1,0,3,0
41,1,1,1,0,193,1,0,2,29,5,130,1,-1,0,3,0
31,9,2,1,0,205,1,0,2,3,6,342,2,-1,0,3,0
41,2,1,2,0,221,1,0,2,14,5,57,2,-1,0,3,0
33,10,2,2,0,157,1,0,2,26,5,897,5,-1,0,3,0
34,9,2,2,0,1039,0,0,0,11,8,342,3,-1,0,3,0
40,6,1,1,0,0,0,0,2,19,6,61,1,-1,0,3,0
27,4,2,1,0,116,1,0,0,6,2,138,2,-1,0,3,0
31,7,2,1,0,91,1,0,0,18,5,111,2,-1,0,3,0
27,7,2,1,0,223,1,1,0,13,5,297,2,-1,0,3,0
46,4,2,2,0,2278,0,0,0,12,8,218,5,-1,0,3,0
48,2,1,1,0,104,1,1,0,18,11,55,1,-1,0,3,0
46,2,1,1,0,0,0,1,0,18,7,115,1,-1,0,3,0
36,0,2,1,0,449,1,0,2,20,6,136,3,-1,0,3,0
36,0,2,1,0,191,1,0,0,25,7,18,7,-1,0,3,0
44,1,1,2,0,2185,1,0,2,16,5,698,1,-1,0,3,0
36,0,2,1,0,0,1,0,0,21,11,139,2,-1,0,3,0
48,9,0,2,0,83,0,1,0,19,8,243,6,-1,0,3,0
34,0,2,1,0,88,1,0,2,27,5,169,2,-1,0,3,0
47,9,0,1,0,84,0,0,0,8,8,49,2,-1,0,3,0
38,1,1,1,0,602,1,0,2,30,5,161,12,-1,0,3,0
41,4,0,1,0,0,0,0,0,6,8,438,2,-1,0,3,0
28,1,1,1,0,-470,1,0,0,7,5,275,2,-1,0,3,0
40,1,1,0,0,1206,0,1,1,16,7,201,5,-1,0,3,0
42,2,1,1,0,46,0,0,0,2,2,1013,1,-1,0,3,0
32,9,1,1,0,-300,0,0,0,28,8,226,9,-1,0,3,0
46,1,1,1,0,-396,0,1,0,4,8,115,1,-1,0,3,0
39,4,1,2,0,0,1,0,0,11,5,112,1,-1,0,3,0
44,4,1,2,0,-600,1,0,0,18,8,360,1,-1,0,3,0
36,0,1,1,0,465,1,0,2,20,5,160,1,-1,0,3,0
43,9,1,1,0,994,1,1,0,5,5,51,1,-1,0,3,0
31,4,1,2,0,256,1,0,0,7,7,28,24,-1,0,3,0
29,9,0,1,0,124,0,0,2,27,5,125,1,-1,0,3,0
31,4,1,2,0,1514,0,0,0,12,8,284,2,-1,0,3,0
31,4,1,2,0,40,0,0,0,2,2,118,2,-1,0,3,0
45,1,1,3,0,-320,1,0,2,28,5,204,3,-1,0,3,0
38,6,0,1,0,0,1,0,0,20,4,84,1,-1,0,3,0
42,4,1,2,0,1823,1,0,2,13,5,31,1,-1,0,3,0
30,9,0,2,0,317,1,0,0,25,7,67,5,-1,0,3,0
39,4,1,0,0,738,1,1,0,18,7,215,3,-1,0,3,0
38,0,1,1,0,1839,0,0,2,23,5,63,2,-1,0,3,0
32,7,1,1,0,207,1,0,2,23,5,360,1,-1,0,3,0
45,1,1,0,0,789,0,1,0,29,1,79,1,-1,0,3,0
43,4,0,2,0,1133,1,0,0,5,5,131,1,-1,0,3,0
30,9,1,1,0,743,0,0,0,29,1,142,2,-1,0,3,0
40,1,1,0,0,570,1,0,2,12,5,109,3,-1,0,3,0
35,0,1,1,0,786,0,1,0,25,7,322,1,-1,0,3,0
34,7,1,1,0,295,1,1,0,4,7,64,1,-1,0,3,0
35,4,1,2,0,2583,0,0,0,19,11,210,1,-1,0,3,0
39,9,2,1,0,287,1,0,0,14,7,84,3,-1,0,3,0
29,1,1,1,0,246,1,0,0,28,7,194,5,-1,0,3,0
32,1,0,3,0,291,1,1,2,27,6,120,6,-1,0,3,0
28,0,2,1,0,19,0,0,0,8,7,78,4,-1,0,3,0
33,1,1,1,0,-346,1,1,2,23,5,29,3,-1,0,3,0
37,2,1,2,1,-456,1,1,2,20,6,42,7,-1,0,3,0
35,9,2,1,0,1693,1,0,0,26,5,58,1,105,1,2,0
30,0,1,1,0,350,0,1,0,9,7,171,5,-1,0,3,0
45,5,0,1,0,1735,0,1,2,17,6,306,1,-1,0,3,0
34,1,1,1,0,157,1,0,0,11,7,254,2,-1,0,3,0
44,0,1,1,0,262,1,0,0,9,7,74,1,-1,0,3,0
32,9,1,2,0,0,1,0,0,19,11,231,4,-1,0,3,0
44,4,1,2,0,0,0,0,2,13,5,27,1,-1,0,3,0
47,11,1,3,0,194,0,0,0,4,8,108,1,-1,0,3,0
27,0,1,1,0,941,1,0,0,11,7,124,1,-1,0,3,0
34,3,0,0,0,46,1,0,1,11,7,31,2,-1,0,3,0
42,0,1,1,0,281,1,0,2,15,5,118,1,-1,0,3,0
31,9,2,1,0,109,1,0,2,21,5,419,1,-1,0,3,0
31,9,0,1,0,268,0,0,2,16,5,118,2,-1,0,3,0
31,0,1,1,0,298,1,1,2,26,5,518,1,-1,0,3,0
45,0,0,3,0,857,0,0,1,8,7,49,7,-1,0,3,0
48,0,1,1,0,112,0,0,0,18,8,139,5,-1,0,3,0
28,1,2,0,0,-30,1,0,0,31,7,108,5,-1,0,3,0
31,8,2,1,0,216,0,0,0,3,6,138,1,-1,0,3,0
38,9,1,2,0,127,1,0,0,14,10,113,1,50,2,2,0
43,1,1,1,0,1096,0,1,2,30,5,180,1,-1,0,3,0
43,0,2,1,0,6,0,0,2,16,5,244,1,-1,0,3,0
45,7,1,1,0,0,0,0,0,11,7,106,2,-1,0,3,0
30,4,1,2,0,1239,0,0,0,28,8,125,5,-1,0,3,0
38,9,0,2,0,304,1,0,0,20,4,8,2,-1,0,3,0
44,7,1,1,0,191,1,1,0,7,5,490,1,-1,0,3,0
34,1,2,1,0,79,0,1,0,20,11,104,1,-1,0,3,0
32,1,1,1,0,2263,0,0,0,7,5,113,2,-1,0,3,0
40,4,1,2,0,964,1,0,1,13,5,95,3,-1,0,3,0
29,4,2,2,0,600,1,0,0,18,10,170,5,-1,0,3,0
31,4,1,2,0,1343,1,1,2,21,5,85,1,-1,0,3,0
48,1,1,3,0,113,0,0,0,11,8,104,13,-1,0,3,0
27,1,2,1,0,240,1,0,0,18,5,166,4,-1,0,3,0
30,1,1,1,0,194,1,0,0,8,5,475,3,-1,0,3,0
35,1,1,1,0,260,1,0,1,13,5,155,6,-1,0,3,0
47,9,0,1,0,1013,0,0,0,15,6,54,3,-1,0,3,0
31,9,1,1,0,2363,1,0,2,13,5,247,1,-1,0,3,0
29,0,1,1,0,500,1,0,0,8,5,8,8,-1,0,3,0
31,9,2,1,0,137,0,0,0,27,8,27,14,-1,0,3,0
48,4,2,2,0,0,0,0,2,18,6,96,3,-1,0,3,0
27,0,1,1,0,16,1,0,0,3,2,54,3,-1,0,3,0
28,7,2,1,0,525,0,0,0,23,7,81,1,-1,0,3,0
35,1,1,2,0,1016,1,0,0,17,7,294,2,-1,0,3,0
30,7,2,1,0,-100,1,1,0,15,5,292,1,-1,0,3,0
35,1,1,3,0,1084,1,0,0,10,7,1019,1,-1,0,3,0
32,4,2,2,0,154,0,1,0,21,8,301,3,-1,0,3,0
34,0,1,1,0,2378,1,1,1,10,7,92,1,-1,0,3,0
38,4,2,2,0,1515,1,0,1,31,7,42,5,-1,0,3,0
40,6,1,1,0,1516,1,1,2,23,5,373,1,-1,0,3,0
48,7,1,1,0,127,0,0,0,8,7,117,1,-1,0,3,0
37,9,2,1,0,228,1,0,0,20,8,1740,2,-1,0,3,0
32,9,2,2,0,2481,0,0,0,18,8,547,11,-1,0,3,0
40,1,1,1,0,475,1,0,2,5,5,332,2,-1,0,3,0
41,4,0,2,0,1401,0,0,2,16,6,110,4,-1,0,3,0
29,1,2,1,0,244,1,0,0,15,5,19,2,-1,0,3,0
43,4,1,2,1,0,0,0,0,27,8,25,19,-1,0,3,0
42,4,1,2,0,386,1,0,2,7,5,168,1,-1,0,3,0
30,9,2,1,0,19,1,0,0,18,8,16,15,-1,0,3,0
31,0,1,1,0,3,1,0,0,28,7,37,12,-1,0,3,0
47,1,1,1,0,303,0,0,2,11,6,261,1,-1,0,3,0
40,5,1,2,0,794,0,0,2,9,5,138,1,-1,0,3,0
34,0,2,1,0,1880,1,0,2,23,5,297,1,-1,0,3,0
41,1,1,3,0,732,1,0,2,16,5,25,1,-1,0,3,0
28,8,2,1,0,28,0,0,0,29,1,220,2,-1,0,3,0
42,9,1,1,0,827,0,0,0,25,8,153,3,-1,0,3,0
29,8,2,1,0,110,1,0,2,7,5,169,3,-1,0,3,0
32,7,1,1,0,-344,0,1,0,4,2,44,1,-1,0,3,0
29,0,2,2,0,261,0,0,0,17,3,136,19,-1,0,3,0
47,1,1,0,0,193,1,0,0,29,8,171,2,-1,0,3,0
32,1,2,3,0,258,1,0,0,18,5,291,2,-1,0,3,0
43,1,1,0,0,56,0,0,0,12,5,365,2,-1,0,3,0
37,1,2,3,0,2188,0,0,2,16,5,193,8,-1,0,3,0
27,4,2,1,0,924,1,0,0,3,2,84,1,-1,0,3,0
44,1,1,0,0,140,1,0,2,15,5,7,9,-1,0,3,0
34,9,0,1,0,27,1,0,2,26,5,133,3,-1,0,3,0
39,4,1,2,0,-468,1,1,0,8,8,88,2,-1,0,3,0
44,0,0,1,0,-43,1,1,0,20,4,206,1,-1,0,3,0
41,1,1,0,0,-441,1,0,0,5,5,352,1,-1,0,3,0
30,9,1,1,0,2278,0,1,1,19,11,47,1,-1,0,3,0
36,9,2,1,0,0,0,0,0,28,8,8,13,-1,0,3,0
38,9,2,2,0,69,1,0,0,13,5,253,3,-1,0,3,0
31,7,1,1,0,182,0,0,0,20,8,231,2,-1,0,3,0
42,1,1,0,0,-181,1,0,2,15,5,297,3,-1,0,3,0
28,9,1,1,0,880,1,0,2,26,5,188,1,-1,0,3,0
47,9,1,1,0,2283,1,0,0,21,11,170,2,-1,0,3,0
30,0,2,1,0,60,0,0,0,29,1,55,2,-1,0,3,0
36,4,2,2,0,8,0,0,0,29,7,858,7,-1,0,3,0
29,7,1,1,0,19,1,0,0,29,7,327,6,-1,0,3,0
48,10,1,0,0,608,0,0,0,30,7,362,2,-1,0,3,0
